year-month	num_comments	num_sentences	avg_num_sentences	max_num_sentences	num_words	avg_num_words	max_num_words	avg_words_sentence
2013-01	835149	2922546	3.4994306405204343	179	45441073	54.41073748516732	2214	15.548454327151736
2013-02	727206	2501141	3.4393844385222345	182	38682684	53.19357101014018	2586	15.466014910794714
2013-03	738295	2545367	3.4476286579212916	257	39753134	53.84451201755396	1950	15.617839784989748
2013-04	838333	2775726	3.3110064854896564	144	43048372	51.34996713716387	1892	15.508869391287181
2013-05	751057	2544356	3.3877002677559758	143	39901536	53.12717410263136	1856	15.682371492039636
2013-06	699241	2347922	3.3578151166765107	162	36671915	52.445315706601875	2477	15.618881291627234
2013-07	729764	2527778	3.46382940238214	163	39697934	54.39831781233385	1973	15.704675806182347
2013-08	622942	2233326	3.5851267052149316	151	34585891	55.52024265501443	2439	15.486270701187378
2013-09	574204	2058351	3.5847033458492104	168	31821013	55.417609421042	2126	15.459468768932023
2013-10	731236	2583966	3.5336963716228413	171	39627462	54.1924385560886	3333	15.335906896607773
2013-11	552701	2056568	3.7209413407972844	302	31903076	57.72212462072621	2323	15.512774680924725
2013-12	586043	2013737	3.436159121429656	157	31579108	53.885308757207234	2412	15.681843259571632
