year-month	num_comments	num_sentences	avg_num_sentences	max_num_sentences	num_words	avg_num_words	max_num_words	avg_words_sentence
2019-01	4827373	14063593	2.913301499594086	240	209156652	43.32722000143764	1987	14.872205986052071
2019-02	4330195	12533451	2.8944310822029955	176	186460330	43.06049265679721	1914	14.87701431951982
2019-03	4598225	13633896	2.9650345513758025	292	204197547	44.40790674662506	1923	14.977197053578816
2019-04	4102008	12465066	3.038771743009765	306	187593406	45.7320916975296	1936	15.049531707252894
2019-05	4027282	12175067	3.0231473733401337	305	183206701	45.491401148466885	1910	15.047695507548337
2019-06	4125812	12350318	2.9934272332331187	294	184799847	44.791145839897695	1908	14.963165078016615
2019-07	4686131	14025921	2.993070616250378	314	210091490	44.83261138026231	1859	14.978801748562537
2019-08	4786782	14485260	3.026095610788208	310	216656038	45.26131292379724	1862	14.957000288569208
2019-09	4533538	13538194	2.9862315039600418	312	202508574	44.66899229696541	1916	14.958315267161927
2019-10	5030882	14854531	2.9526693331308507	314	220270698	43.78371386965546	1916	14.828519190541929
2019-11	4635061	13539572	2.92112056346184	169	200651554	43.289948934868384	1849	14.81963787333898
2019-12	4936885	14590566	2.9554194598415804	297	217227674	44.00095890424833	1847	14.888228050920025
