year-month	num_comments	num_sentences	avg_num_sentences	max_num_sentences	num_words	avg_num_words	max_num_words	avg_words_sentence
2009-01	103640	330665	3.19051524507912	182	4930824	47.57645696642223	1675	14.911841289522629
2009-02	99394	328338	3.303398595488661	164	4901836	49.31722236754734	1723	14.929237553984004
2009-03	105671	349469	3.307141978404671	129	5280066	49.967029743259744	1796	15.10882510322804
2009-04	101403	328571	3.2402493022888867	130	4943954	48.75550033036498	1677	15.04683614804715
2009-05	100890	339068	3.36076915452473	120	5161929	51.16393101397562	1840	15.223875446813029
2009-06	113236	365940	3.231657776678795	180	5529541	48.83200572256173	1802	15.11051265234738
2009-07	127759	438660	3.4334958789596035	151	6741600	52.76810244288074	1795	15.368622623444125
2009-08	146184	511157	3.4966685820609644	155	7853679	53.724614184862915	1848	15.364514229483309
2009-09	169081	546278	3.230865679762954	126	8235545	48.70769039691036	1780	15.07573982477786
2009-10	149194	482189	3.2319597302840597	125	7261674	48.67269461238388	1931	15.059808498327419
2009-11	153679	501898	3.2658853844702267	121	7624303	49.61187279979698	1714	15.190941187253188
2009-12	162853	536343	3.293417990457652	117	8160063	50.10692464983758	1812	15.214262141950208
