year-month	num_comments	num_sentences	avg_num_sentences	max_num_sentences	num_words	avg_num_words	max_num_words	avg_words_sentence
2018-01	3595924	10680313	2.970116442950407	283	158367911	44.04095053176875	1866	14.828021519594042
2018-02	3633327	11133245	3.0642012128278022	242	166869166	45.927373451384916	1916	14.988367362794945
2018-03	3820859	11482025	3.005089954902811	248	172233801	45.077245980550444	2028	15.00029837942349
2018-04	3492452	10577369	3.0286369003783014	240	160076311	45.83493516875822	2677	15.13384954235784
2018-05	3600444	10889850	3.024585301146192	486	163695861	45.465465092638574	5734	15.031966556013169
2018-06	3876056	11641111	3.003339219041211	243	173144560	44.670293721246544	3156	14.873542568230816
2018-07	4030724	12359918	3.0664262797452766	265	184990796	45.895178136731765	2002	14.96699217583806
2018-08	3858581	11645996	3.0182069522448796	228	173881464	45.06357751722719	1961	14.930579059103232
2018-09	4061519	11787885	2.902334077472	190	173024188	42.600856477588806	1849	14.67813674802562
2018-10	4358827	12848688	2.9477398391815046	273	188626564	43.2746158542195	1894	14.680608946220813
2018-11	4182137	12057540	2.8831049771922825	179	176804965	42.27622504953807	1944	14.663435908153737
2018-12	3721864	10847949	2.914654861112604	176	161935269	43.509184913795885	1895	14.927731408029297
