year-month	num_comments	num_sentences	avg_num_sentences	max_num_sentences	num_words	avg_num_words	max_num_words	avg_words_sentence
2016-01	1581687	5204342	3.290374138498957	203	81260240	51.37567672997249	1900	15.613931597884998
2016-02	2648088	8209123	3.1000189570739343	184	124098451	46.86341654809055	1889	15.117138700443396
2016-03	3618512	10679957	2.951477568680165	204	157864185	43.62682367779905	1928	14.781350243264088
2016-04	3045870	9179660	3.0138055793582788	176	138205465	45.37470903223053	1933	15.05561916236549
2016-05	2818815	8571001	3.0406397723866236	206	128913989	45.73339825423094	1890	15.04071566436639
2016-06	3106712	9400498	3.025867219104957	177	141487792	45.54261611633135	1882	15.051095378138477
2016-07	3644806	10522702	2.8870403527650033	142	155143991	42.56577469418126	2161	14.743740818660454
2016-08	2957418	8947492	3.0254404348658186	165	134514650	45.483813921467984	1895	15.033782651049032
2016-09	3339226	10074964	3.0171554725556162	167	145767575	43.65310254532038	1874	14.46829735570271
2016-10	4295597	12236654	2.848650373859559	397	175867520	40.94134528914142	1882	14.372190306271634
2016-11	5244118	15296469	2.9168811609502305	233	217927601	41.5565784370222	1840	14.2469220184083
2016-12	3649860	11329964	3.104218791953664	239	167365423	45.855299381346136	1925	14.771928931106931
