year-month	num_comments	num_sentences	avg_num_sentences	max_num_sentences	num_words	avg_num_words	max_num_words	avg_words_sentence
2008-01	114986	368513	3.2048510253422156	137	5402523	46.98418068286574	1771	14.660332199949528
2008-02	87865	272053	3.0962613099641496	108	3934832	44.78270073408069	1683	14.463475866834772
2008-03	70027	217033	3.099275993545347	89	3178546	45.39029231582104	1749	14.645450231070852
2008-04	54826	172264	3.1420129135811474	93	2525057	46.05583117498997	1783	14.658065527330145
2008-05	62223	193358	3.107500441958761	82	2843257	45.69463060283175	1533	14.704625616731658
2008-06	66432	214107	3.222949783236994	104	3181524	47.891437861271676	1491	14.85950482702574
2008-07	65516	222614	3.3978570120275964	119	3331651	50.852478783808536	1759	14.966044363786644
2008-08	70525	229654	3.2563488124778446	120	3405973	48.294548032612546	1735	14.830889076610902
2008-09	112982	353746	3.130994317678922	111	5199212	46.0180559735179	1698	14.697585273049024
2008-10	137045	419048	3.0577401583421504	125	6141024	44.810273997592034	1798	14.654703041179053
2008-11	106788	345697	3.2372270292542233	111	5189382	48.59517923362176	1881	15.011359658892035
2008-12	74350	257813	3.4675588433086753	107	3937128	52.95397444519166	1717	15.27125474665746
