year-month	num_comments	num_sentences	avg_num_sentences	max_num_sentences	num_words	avg_num_words	max_num_words	avg_words_sentence
2017-01	5119542	14024794	2.739462631618219	504	195659859	38.2182349514859	3333	13.950996998601191
2017-02	4710497	13200281	2.8023117305880887	608	184255309	39.11589562630015	2265	13.958438384758628
2017-03	4398550	12142269	2.7605163065101	462	169804121	38.604567641609165	3000	13.98454613384039
2017-04	3807805	10501350	2.7578486818521433	480	148524440	39.00526418763566	3332	14.143366329091021
2017-05	4873653	12814221	2.6292846454189496	273	178217079	36.56745340712603	2500	13.90775756091611
2017-06	4549773	11989802	2.6352527917326865	542	169405565	37.233849908555875	2500	14.129137828964982
2017-07	4136433	11326851	2.738313663003849	342	161486186	39.039961725477	2500	14.256935665526102
2017-08	4298716	11911950	2.771048378166876	280	169627589	39.460059468920484	2856	14.240119291971508
2017-09	3703544	10320663	2.786699172468317	178	148425904	40.07672218826076	1897	14.381431115423496
2017-10	4038412	10897675	2.698505006423317	417	154354475	38.221576946581976	3307	14.163982225566462
2017-11	3980345	10742556	2.698900723429753	476	152429614	38.29557839835492	4285	14.189324589045661
2017-12	4063127	10931057	2.6903065053098265	416	155132282	38.18051515495331	1853	14.191882999054895
